"Event Name","Event Number","Event Type","Host Names","Description","Price","Age Range","Max Tickets","Sold Count","Wait Count","Starts","Start Date (UTC)","Duration (minutes)","More Info","Room","Space","Date Created","Date Updated","View URI","Player Experience","Game Complexity","Minimum # of Players","Hosting Company, Group, or Club Name","Game System (without edition)","Game Edition","Table Size Request"
"Car Wars Sixth Edition Demo","570","Miniatures","Mark Grocki","Play a full game of Car Wars Sixth Edition from Steve Jackson Games! Players will be using demo car builds and be taught everything they need to know to drive, ram, and shoot their way to victory!","0","Family Friendly (7+)","4","0","0","Saturday at  3:00 PM","2022-10-08T19:00:00","180","https://carwars.sjgames.com","Ballroom","402","2022-09-07T00:30:00","2022-09-07T00:32:48","/conventions/u-con-2022/schedule/570","Beginner","Average","1","Steve Jackson Games Men in Black",,,"96 x 48"
"Sentinels of the Multiverse Definitive Edition","369","Board and Card Game","Evans Ward Collins","Sentinels of the Multiverse is a fully cooperative game in which each player controls a Hero, using their powers, abilities, and wits to work together with their fellow Heroes and save the world!","0","Family Friendly (7+)","5","0","0","Saturday at  3:00 PM","2022-10-08T19:00:00","120","https://boardgamegeek.com/boardgame/335212/sentinels-multiverse-definitive-edition","Ballroom","422","2022-08-11T13:05:37","2022-09-02T18:17:27","/conventions/u-con-2022/schedule/369","Beginner","Average","3",,,,"6'x30"" Rectangle (6 chairs)"
"Terraforming Mars: Ares Expedition","483","Board and Card Game","Joe Orosz","This is the card game version of the hit board game.  Rules will be taught.","0","Teen (13+)","7","2","0","Saturday at  3:00 PM","2022-10-08T19:00:00","240","http://","Ballroom","209","2022-09-01T15:18:42","2022-09-06T16:53:24","/conventions/u-con-2022/schedule/483","Beginner","Average","2",,,,"6'x30"" Rectangle (6 chairs)"
"Castles Of Mad King Ludwig - Colossal Edition","575","Board and Card Game","James Hoxsey","n this 1-5 player tile-laying game, players are tasked with building an amazingly extravagant castle for King Ludwig II of Bavaria...one room at a time.  Enjoy playing the COLOSSAL edition!","0","Teen (13+)","5","2","0","Saturday at  3:00 PM","2022-10-08T19:00:00","180","https://beziergames.com/products/castles","Ballroom","410","2022-09-10T12:53:13","2022-09-14T22:11:32","/conventions/u-con-2022/schedule/575","Beginner","Average","2",,,,"8'x30"" Rectangle (6 chairs)"
"Curse of the Spiderwood","413","Role Playing","Marc Tassin","Finding the children lost in Spiderwood was easy. The problem is the forest doesn't plan to let you leave. It's a race against the clock to overcome the strange curse of this enchanted forest.","0","Teen (13+)","6","2","0","Saturday at  3:00 PM","2022-10-08T19:00:00","120","http://https://aetaltis.com/conventions/","Conference E","Conference E 7","2022-08-25T17:51:33","2022-09-09T01:57:55","/conventions/u-con-2022/schedule/413","Beginner","Average","3","Mechanical Muse","Dungeons and Dragons","5E","5' Round"
"Descent: Legends of the Dark","231","Board and Card Game","Kevin Schnell","Painted minis: Forge your own legend together with friends as you adventure across the vibrant fantasy realm of Terrinoth in the co-operative dungeon-crawling board game with companion app.","0","Teen (13+)","4","3","0","Saturday at  3:00 PM","2022-10-08T19:00:00","180","http://","Ballroom","415","2022-08-03T23:39:51","2022-09-11T22:45:07","/conventions/u-con-2022/schedule/231","Beginner","Average","2","Ypsi Gaming Group",,"","8'x30"" Rectangle (6 chairs)"
"Bonfire","417","Board and Card Game","Peter Cerra","","0","Adult (18+)","3","0","0","Saturday at  3:00 PM","2022-10-08T19:00:00","180","https://boardgamegeek.com/boardgame/304420/bonfire","Ballroom","211","2022-08-27T19:22:29","2022-09-01T16:44:24","/conventions/u-con-2022/schedule/417","Beginner","Complex","1",,,,"6'x30"" Rectangle (6 chairs)"
"18XX","7","Board and Card Game","allen stiles","18XX gaming system.","0","Adult (18+)","12","0","0","Saturday at  3:00 PM","2022-10-08T19:00:00","180","http://","Ballroom","314","2022-07-15T17:16:24","2022-08-05T17:42:03","/conventions/u-con-2022/schedule/7","Beginner","Average","3","Train Gamers Association",,"n/a","6'x18"" Rectangle (6 chairs)"
"British Rails/India Rails","10","Board and Card Game","allen stiles","Empire Builder crayon rails system.","0","Adult (18+)","24","0","0","Saturday at  3:00 PM","2022-10-08T19:00:00","180","http://","Ballroom","316","2022-07-15T17:16:34","2022-08-05T17:45:46","/conventions/u-con-2022/schedule/10","Beginner","Average","3","Train Gamers Association",,"n/a","6'x18"" Rectangle (6 chairs)"
"Mice and Mystics","474","Board and Card Game","Meri Orosz","A fantasy-themed dungeon crawling cooperative board game, where the players represent fantasy characters transformed into anthropomorphic mice, on a quest to escape from the evil wizard's lair.","0","Teen (13+)","3","3","1","Saturday at  4:00 PM","2022-10-08T20:00:00","240","http://","Ballroom","207","2022-09-01T15:16:55","2022-09-09T17:38:58","/conventions/u-con-2022/schedule/474","Beginner","Average","1",,,,"8'x18"" Rectangle (6 chairs)"
"Wingspan - Oceana","602","Board and Card Game","Greg Kramer","Wingspan with the Oceana board and expansion (and also some cards from the European addition).  New players welcome.","0","Teen (13+)","4","1","0","Saturday at  4:00 PM","2022-10-08T20:00:00","180","http://","Ballroom","203","2022-09-15T16:34:01","2022-09-15T20:15:09","/conventions/u-con-2022/schedule/602","Beginner","Average","2",,,,"6'x30"" Rectangle (6 chairs)"
"Splendor","480","Board and Card Game","Pritpaul Mahal","Splendor is a game of chip-collecting and card development. Use gems to buy gem mines, which, in turn, help you buy more mines. Strategize to attract nobles and acquire the most prestige points.","0","Family Friendly (7+)","4","4","0","Saturday at  4:00 PM","2022-10-08T20:00:00","60","http://","Ballroom","210","2022-09-01T15:18:30","2022-09-14T21:53:18","/conventions/u-con-2022/schedule/480","Beginner","Average","2",,,,""
"Terra Nova","453","Board and Card Game","David Lame","Control territory by placing fences.  Try to grab the most land.","0","Teen (13+)","4","3","0","Saturday at  4:00 PM","2022-10-08T20:00:00","60","http://","Ballroom","425","2022-08-29T20:37:24","2022-09-13T03:13:06","/conventions/u-con-2022/schedule/453","Beginner","Average","2",,,,"6'x18"" Rectangle (6 chairs)"
"Décorum","117","Board and Card Game","Nicholas Baker","You and your friends are moving into a new house, but everyone has decoration needs that need to be met. Together, you redecorate in this logic game by being passively aggressive with each other.","0","Teen (13+)","4","3","0","Saturday at  4:00 PM","2022-10-08T20:00:00","60","https://boardgamegeek.com/boardgame/344554/decorum","Ballroom","301","2022-07-28T14:34:36","2022-09-02T15:24:07","/conventions/u-con-2022/schedule/117","Beginner","Average","2",,,,"6'x18"" Rectangle (6 chairs)"
"Overboss: A Boss Monster Adventure","263","Board and Card Game","William Frisk","Rival Boss Monsters are trying to conquer the Overworld. Each turn, players will draft and place terrain tiles and monsters on their board to create the map with the most power and become Overboss.","0","Teen (13+)","5","5","0","Saturday at  4:00 PM","2022-10-08T20:00:00","120","http://https://boardgamegeek.com/boardgame/310192/overboss-boss-monster-adventure","Ballroom","424","2022-08-05T20:02:37","2022-09-02T18:44:38","/conventions/u-con-2022/schedule/263","Beginner","Average","1",,,,"6'x30"" Rectangle (6 chairs)"
"Quin-Sept:  Standard, Basic, Fifteen Eagles, or Five Bridges","491","Board and Card Game","","Quin-Sept is a ""family"" of Abstract Strategy Boardgame variants that are of my own creation.
The variants listed are all played with the same Standard set of rules and components except Board & Setup.","0","Family Friendly (7+)","6","0","0","Saturday at  4:00 PM","2022-10-08T20:00:00","60","http://","Ballroom","412","2022-09-01T16:54:31","2022-09-01T16:55:15","/conventions/u-con-2022/schedule/491","Beginner","Complex","2",,,,"8'x30"" Rectangle (6 chairs)"
"Red Cathedral","586","Board and Card Game","Monique Rio","You are one of the builders of a Russian Cathedral. You are competing with other builders to get the most credit for building said cathedral. A medium weight, well constructed Eurogame.","0","Teen (13+)","4","0","0","Saturday at  4:00 PM","2022-10-08T20:00:00","180","https://boardgamegeek.com/boardgame/227224/red-cathedral","Ballroom","419","2022-09-11T21:37:19","2022-09-11T21:55:20","/conventions/u-con-2022/schedule/586","Beginner","Average","1"
"Ted Lasso- The Game","54","Board and Card Game","Christina Fayz","Do you believe in Believe?  Help Coach Lasso and Coach Beard keep up the morale of AFC Richmond!  Open to all players who can be curious, not judgmental.","0","Teen (13+)","5","2","0","Saturday at  4:00 PM","2022-10-08T20:00:00","120","http://","Ballroom","205","2022-07-23T18:54:59","2022-09-09T17:42:00","/conventions/u-con-2022/schedule/54","Beginner","Average","2"
"Zombicide","425","Miniatures","Doug  Houseman","A mega board with mega challenges, all in good fun. The game is simple to learn and there are normally a lot of laughs","0","Teen (13+)","8","7","0","Saturday at  4:00 PM","2022-10-08T20:00:00","120","http://","Ballroom","401","2022-08-27T19:25:04","2022-09-14T15:35:09","/conventions/u-con-2022/schedule/425","Beginner","Simple","1","Mini Group",,,"96 x 48"
"Lisbon Tram 28","225","Board and Card Game","Gary Loyola","Players pick up passengers and drop them off at various locales in Lisbon. Their trams can be upgraded and can help pick up an extra passenger, provided luck is on their side.","0","Teen (13+)","4","3","0","Saturday at  5:00 PM","2022-10-08T21:00:00","60","https://boardgamegeek.com/boardgame/306173/lisbon-tram-28","Ballroom","308","2022-08-03T23:36:07","2022-09-13T03:12:23","/conventions/u-con-2022/schedule/225","Beginner","Average","2","Oakland County Gamers",,,"6'x18"" Rectangle (6 chairs)"
"Cartographers","381","Board and Card Game","Jason Miller","Cartographers is a ""flip"" and write game where players fill in a blank map based on the Queen's edict and exploration cards. The game is played over 4 rounds. There should be time for 2+ games.","0","Teen (13+)","6","6","0","Saturday at  5:00 PM","2022-10-08T21:00:00","120","https://boardgamegeek.com/boardgame/263918/cartographers","Ballroom","208","2022-08-17T22:44:41","2022-09-02T15:07:15","/conventions/u-con-2022/schedule/381","Beginner","Average","2",,,,"6'x30"" Rectangle (6 chairs)"
"Search for Planet X","77","Board and Card Game","John Yax","Deduction and logic game with an astronomy theme.","0","Adult (18+)","3","3","0","Saturday at  5:00 PM","2022-10-08T21:00:00","120","https://boardgamegeek.com/boardgame/279537/search-planet-x","Ballroom","206","2022-07-23T19:04:09","2022-09-06T03:32:14","/conventions/u-con-2022/schedule/77","Expert","Complex","2",,,,"6'x30"" Rectangle (6 chairs)"
"TMNT: Shadows of the Past","383","Board and Card Game","Travis Stein","Teenage Mutant Ninja Turtles: Shadows of the Past is a scenario-driven campaign game that features story content from the IDW TMNT comic.","0","Adult (18+)","4","3","0","Saturday at  5:00 PM","2022-10-08T21:00:00","120","https://boardgamegeek.com/boardgame/180771/teenage-mutant-ninja-turtles-shadows-past","Ballroom","413","2022-08-17T22:45:17","2022-09-12T14:32:05","/conventions/u-con-2022/schedule/383","Some XP","Average","2",,,,"5' Round (7 chairs)"
"Spirit Island -- Introduction","80","Board and Card Game","Eric Kramp","Spirit Island is a highly thematic cooperative game of settler destruction. Your are spirits trying to remove or scare destructive settlers from your island. Time is provided for a full teaching game.","0","Teen (13+)","4","4","0","Saturday at  5:00 PM","2022-10-08T21:00:00","240","https://boardgamegeek.com/boardgame/162886/spirit-island","Ballroom","303","2022-07-23T19:05:12","2022-09-07T00:45:32","/conventions/u-con-2022/schedule/80","Beginner","Complex","1",,,,"5' Round (7 chairs)"
"Ticket to Ride","35","Board and Card Game","allen stiles","","0","Adult (18+)","12","0","0","Saturday at  6:00 PM","2022-10-08T22:00:00","180","http://","Ballroom","315","2022-07-15T17:17:55","2022-08-05T17:56:26","/conventions/u-con-2022/schedule/35","Beginner","Average","3","Train Gamers Association",,"n/a","6'x18"" Rectangle (6 chairs)"
"Union Pacific","40","Board and Card Game","allen stiles","","0","Adult (18+)","12","1","0","Saturday at  6:00 PM","2022-10-08T22:00:00","180","http://","Ballroom","314","2022-07-15T17:18:09","2022-09-02T16:32:47","/conventions/u-con-2022/schedule/40","Beginner","Average","3","Train Gamers Association",,"n/a","6'x18"" Rectangle (6 chairs)"
"Mystery Auction Game","475","Board and Card Game","Pritpaul Mahal","Come play a game I just won at the U-Con Auction!  What game?  I have no clue, but we'll discover it together!","0","Teen (13+)","6","0","0","Saturday at  6:00 PM","2022-10-08T22:00:00","120","http://","Ballroom","212","2022-09-01T15:16:59","2022-09-01T17:11:43","/conventions/u-con-2022/schedule/475","Beginner","Average","2",,,,""
"Call of Cthulhu- First Strike","195","Role Playing","Frank Russell","The PCs are once again asked to consult on a CIA Red Cell case. This time it’s about the behavior of a Texas prosperity gospel preacher. All materials and PCs provided.","0","Adult (18+)","6","6","0","Saturday at  6:00 PM","2022-10-08T22:00:00","240","http://www.muskulls.org","Conference A","Conference A 3","2022-08-01T12:28:07","2022-09-09T00:25:31","/conventions/u-con-2022/schedule/195","Beginner","Average","2","MU Skulls","Call of Cthulhu","7th","5' Round"
"The Librarians: Assault on the Library","214","Board and Card Game","Scott Allen Rutter","Join the Library as they protect the world from arcane artifacts and the people who would misuse them.","0","Teen (13+)","4","2","0","Saturday at  6:00 PM","2022-10-08T22:00:00","240","http://","Ballroom","425","2022-08-03T23:32:16","2022-09-03T20:25:13","/conventions/u-con-2022/schedule/214","Beginner","Average","2",,,,"6'x18"" Rectangle (6 chairs)"
"Eight Minute Empire","583","Board and Card Game","David Lame","The library closes in 20 minutes.  The gaming group will be kicked out.  You can say goodbye, or you can play two games of this surprisingly challenging, quick playing, territory control game.","0","Teen (13+)","4","4","0","Saturday at  6:00 PM","2022-10-08T22:00:00","60","http://","Ballroom","424","2022-09-11T21:35:31","2022-09-12T12:25:23","/conventions/u-con-2022/schedule/583","Beginner","Average","4",,,,"6'x18"" Rectangle (6 chairs)"
"Brass: Birmingham","356","Board and Card Game","Tom Wolan","Become a dominant entrepreneur in the dawn of the Industrial Age. Build industries, spread your networks using canals and railroads, and take advantage of the resources available to win.","0","Teen (13+)","4","4","0","Saturday at  6:00 PM","2022-10-08T22:00:00","240","https://boardgamegeek.com/boardgame/224517/brass-birmingham","Ballroom","421","2022-08-11T13:02:10","2022-09-11T23:47:49","/conventions/u-con-2022/schedule/356","Beginner","Complex","2",,,,"6'x30"" Rectangle (6 chairs)"
"Voltron","416","Role Playing","Christina Biondolillo","A blend of Defender of the Universe and Legendary Defender.  The newly formed Voltron Force are barely in control of their lions and their team work capabilities but the Galra Empire will not rest.","0","Adult (18+)","6","6","0","Saturday at  6:00 PM","2022-10-08T22:00:00","300","http://","Seminar","Seminar 2","2022-08-26T15:29:38","2022-09-02T12:49:57","/conventions/u-con-2022/schedule/416","Beginner","Average","6","IvyXtreem","Mutants & Masterminds","3rd Edition","5' Round"
